"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências Especiais";"BIA KICIS";"0003";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439190003";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0009";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141280009";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"PROFESSORA MARCIVANIA";"0014";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126750014";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0008";"SÃO JOSÉ DO VALE DO RIO PRETO - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140750008";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VALMIR ASSUNCAO";"0002";"BOM JARDIM - PE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202227500002";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2020";"Emenda Individual - Transferências Especiais";"SCHIAVINATO";"0013";"IGUATU - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202041720013";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"EVANDRO ROMAN";"0002";"CURITIBA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130950002";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOAO DANIEL";"0011";"PEDRA MOLE - SE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202336910011";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"LUIZ LIMA";"0009";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241580009";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2022";"Emenda Individual - Transferências Especiais";"LOESTER TRUTIS";"0010";"COXIM - MS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240320010";"151.733,00";"151.733,00";"151.733,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ELI CORREA FILHO";"0008";"SALTO DE PIRAPORA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327990008";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DRA. VANDA MILANI";"0009";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339670009";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RODRIGO COELHO";"0007";"GARUVA - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341290007";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RUI FALCAO";"0006";"ELISEU MARTINS - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202390320006";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALINE GURGEL";"0003";"MACAPÁ - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339100003";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DRA. VANDA MILANI";"0008";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339670008";"164.549,00";"164.549,00";"164.549,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DRA. VANDA MILANI";"0010";"MARECHAL THAUMATURGO - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139670010";"180.000,00";"180.000,00";"180.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSORA MARCIVANIA";"0004";"SANTANA - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226750004";"180.000,00";"180.000,00";"180.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MAJOR VITOR HUGO";"0020";"SÃO LUÍS DE MONTES BELOS - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340370020";"188.762,00";"188.762,00";"188.762,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MAJOR VITOR HUGO";"0022";"PARAÚNA - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340370022";"188.762,00";"188.762,00";"188.762,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0013";"PARANAGUÁ - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480013";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0016";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130360016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTA ROMA";"0002";"SALVADOR - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444620002";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0012";"GANDU - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141280012";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"GLEISI HOFFMANN";"0008";"PONTAL DO PARANÁ - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340110008";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0004";"IRAMAIA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202238950004";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2021";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0017";"RIBEIRO GONÇALVES - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202112460017";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0013";"BARÃO DE MONTE ALTO - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310013";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0009";"PATO BRANCO - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480009";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0016";"SÃO MARTINHO - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0020";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230360020";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0001";"POÇOS DE CALDAS - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229240001";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2021";"Emenda Individual - Transferências Especiais";"PR. MARCO FELICIANO";"0002";"SALES OLIVEIRA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202128120002";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0017";"DOURADO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215810017";"200.000,00";"90.159,00";"90.159,00";"109.841,00";"0,00";"109.841,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0019";"JATOBÁ DO PIAUÍ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460019";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSOR JOZIEL";"0013";"ITAOCARA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240590013";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"ELY SANTOS";"0016";"CARAPICUÍBA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202442290016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0001";"SÃO JOSÉ DO PIAUÍ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202112460001";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE RICARDO";"0016";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241090016";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0021";"PAVUSSU - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460021";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0016";"COCAL DE TELHA - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460016";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0003";"LAGUNA - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241210003";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. FREDERICO";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239600002";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2021";"Emenda Individual - Transferências Especiais";"CHRIS TONIETTO";"0011";"APERIBÉ - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139420011";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CARLA DICKSON";"0004";"NATAL - RN";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202242020004";"200.000,00";"100.000,00";"100.000,00";"100.000,00";"0,00";"100.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ESPERIDIAO AMIN";"0002";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202222100002";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"EFRAIM FILHO";"0021";"SÃO JOSÉ DO SABUGI - PB";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202024490021";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0016";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441280016";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0002";"CANGUÇU - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680002";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0012";"MEDIANEIRA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480012";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BETO ROSADO";"0007";"MOSSORÓ - RN";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330540007";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE NELTO";"0004";"BARRO ALTO - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240230004";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOAO DANIEL";"0003";"INDIAROBA - SE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202236910003";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0015";"MUTUM - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310015";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2024";"Emenda Individual - Transferências Especiais";"ZUCCO";"0008";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444840008";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0019";"ITAGUARA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229240019";"200.000,00";"0,00";"0,00";"200.000,00";"0,00";"200.000,00";
"2021";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0005";"VERMELHO NOVO - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202137310005";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO DA CUNHA";"0003";"SÃO PAULO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443460003";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
