municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010
AGUA PRETA - PE,PE,MIRUCA,PSB,0.501977277007093,3779.1466686822114,0.553,69.34,9820.717282037716,49.74573007141887
AGUA SANTA - RS,RS,JULIANO,PDT,0.6499833166499833,0.0,0.75,94.58,139931.49284253578,13.4225948691711
AGUAI - SP,SP,PROFESSOR GILBERTO,PSDB,0.5476902004731665,779.4961336991769,0.715,92.27,40993.29633325019,67.54160914461238
AGUANIL - MG,MG,RICARDO PAIEIRA,PP,0.6126582278481013,39017.67271058067,0.663,86.78999999999999,21715.630020656416,18.768325281034542
AGUAS BELAS - PE,PE,DR ELTON MARTINS,REPUBLICANOS,0.5110061634515328,0.0,0.526,59.77,9654.159044960046,46.90690592875202
AGUAS DA PRATA - SP,SP,CARLOS HENRIQUE,PSD,0.45250800426894344,0.0,0.781,93.96,28362.600081422173,51.51766098290516
AGUAS DE CHAPECO - SC,SC,OSCAR BARELA,PP,0.5687469527059971,0.0,0.713,93.6,22811.13320079523,43.29819607301437
AGUAS DE LINDOIA - SP,SP,GERALDINHO MANTOVANI,PSD,0.5171199373899432,0.0,0.745,94.04,32660.568878973787,298.9215808655698
AGUAS DE SANTA BARBARA - SP,SP,SGTO WILIAN,UNIÃO,0.42200452147701584,0.0,0.757,94.84,30276.71729134736,17.743595362308977
AGUAS DE SAO PEDRO - SP,SP,JOÃO VICTOR,PL,0.7082926829268292,115107.91366906474,0.854,98.55,53185.25179856115,812.7002868954538
AGUAS FORMOSAS - MG,MG,CARLINHOS,NOVO,0.346793142459316,0.0,0.645,75.6,15589.711621856028,22.48540701659078
AGUAS FRIAS - SC,SC,WESLEY,PL,0.5724485510289794,0.0,0.745,90.91,57437.12574850299,36.98576577239795
AGUAS MORNAS - SC,SC,PEDRO DO BANCO,MDB,0.6282281205164992,20762.271985763015,0.723,94.16,29594.69079044936,20.63045376372749
AGUAS VERMELHAS - MG,MG,NILSON CAMPOS,AVANTE,0.8057099545224861,14248.058702001852,0.601,72.43,16858.94421885018,11.17137681644985
AGUDO - RS,RS,KITTEL,PL,0.41659011574499355,5298.921513621345,0.694,93.22,41635.37185960975,29.99480494659469
AGUDOS - SP,SP,RAFAEL LIMA,REPUBLICANOS,0.5362614913176711,0.0,0.745,94.79,70027.14968152867,38.968826040781785
AGUDOS DO SUL - PR,PR,GENEZIO FERREIRA,PL,0.46256872973354013,0.0,0.66,91.16,21198.377797322388,48.85057258841244
AGUIA BRANCA - ES,ES,JAILSON QUIUQUI,PP,0.5580675548378414,11842.240757903408,0.678,85.17,25332.50952528061,21.35356055759798
AGUIAR - PB,PB,TINTIN,PSB,0.8615537848605578,0.0,0.597,62.35,12011.99280431741,14.214831799490556
AGUIARNOPOLIS - TO,TO,WANDERLY LEITE,REPUBLICANOS,0.6944195762458968,0.0,0.657,82.85,36797.86524349566,18.980092544351727
AIMORES - MG,MG,ADRIANO GARCIA,PL,0.47708875906243403,6015.275634176263,0.684,85.51,25248.723732636827,18.73639166255644
AIQUARA - BA,BA,VALERIA,PP,0.6229872293170461,6746.120980436249,0.583,76.24,12079.604227569149,26.456240690270874
AIUABA - CE,CE,NETO FEITOSA,PT,0.5480249920576088,0.0,0.569,65.86,10769.820971867008,5.772566823643964
AIURUOCA - MG,MG,ERLISSON DO CARLINHOS,PSD,1.0,4813.091609176961,0.668,85.93,20623.93710893631,9.599361863924356
AJURICABA - RS,RS,PAULO DOLOVITSCH,PP,0.5396440129449838,4464.285714285715,0.753,94.86,77538.54166666667,20.83180033177934
ALAGOA - MG,MG,TIÃOZINHO,PSDB,0.6215106732348111,0.0,0.649,85.56,17357.948344852673,17.02344161473042
ALAGOA GRANDE - PB,PB,NETO CARNEIRO,REPUBLICANOS,0.5099594961993009,3837.0040672243113,0.582,65.3,11515.463126390914,80.95089811647168
ALAGOA NOVA - PB,PB,FRANCINILDO PIMENTEL,PSB,0.9286528750610848,32519.173844762765,0.576,71.46000000000001,15945.176795317184,164.09436907337735
ALAGOINHA - PB,PB,ALIRIO FILHO,MDB,0.5396729254996971,3642.9872495446266,0.595,64.71000000000001,10091.803278688523,123.11233898729306
ALAGOINHA - PE,PE,SIMÃOZINHO,PSDB,0.7136989114807969,0.0,0.599,73.38,10703.367301727958,63.20722065613533
ALAGOINHA DO PIAUI - PI,PI,DR PEDRO OTACILIO,PSD,0.5106830122591944,0.0,0.531,55.6,9597.00835899692,12.73437486678884
ALAGOINHAS - BA,BA,GUSTAVO CARMO,PSD,0.5009068088735151,1191.6189467412532,0.683,89.89,30007.235775048823,213.3545749350562
ALAMBARI - SP,SP,JOÃO PAULO CARIOCA,PSD,1.0,0.0,0.712,93.41,21069.858329262333,38.48988947560849
ALBERTINA - MG,MG,FELIPE DA SAÚDE,PSDB,0.50368,0.0,0.673,88.06,52154.81029810298,50.97740607306993
ALCANTARA - MA,MA,NIVALDO ARAÚJO,PSB,0.5441478439425051,1083.012942004657,0.573,77.56,8057.453836573347,15.803187475371258
ALCANTARAS - CE,CE,CHARLYNE DE ALCANTARAS,PSB,0.658267716535433,2198.96208989357,0.6,70.89,8637.699006069135,83.85872102273936
ALCANTIL - PB,PB,CÍCERO DO CARMO,PSD,0.7410121364781315,0.0,0.578,69.4,9877.55467909645,17.978090551748338
ALCINOPOLIS - MS,MS,WELITON GUIMARÃES,PSDB,0.5570082091821222,0.0,0.711,88.96000000000001,52400.26449195504,0.952697340284685
ALCOBACA - BA,BA,ZICO DE BAIATO,PT,0.5937665081880613,8153.281695882592,0.608,76.41,14165.430085609458,16.60205508660665
ALDEIAS ALTAS - MA,MA,KEDSON,PL,0.6711604904816747,0.0,0.513,62.32,10712.4452460706,12.002027055841875
ALECRIM - RS,RS,NEUSA,MDB,0.5322935412917417,2449.779519843214,0.672,92.14,26469.37775600196,19.366941374206743
ALEGRE - ES,ES,NIRRÔ,PP,0.8106770681725564,35815.882373102104,0.721,86.46000000000001,19712.03345100593,38.56196698433605
ALEGRETE - RS,RS,JESSE TRINDADE,MDB,0.41527985908457554,276.20875857973454,0.74,94.08,42534.36727478628,9.282803783045608
ALEGRETE DO PIAUI - PI,PI,MARCIO ALENCAR,PT,0.5970037453183521,0.0,0.585,64.74000000000001,10397.928355632284,18.986342794555306
ALEGRIA - RS,RS,FABIO LUCIANO SCHAKOFSKI,PSD,0.46510791366906473,0.0,0.695,89.98,42898.38400438236,21.13044615262036
ALEM PARAIBA - MG,MG,DR PAULO,PP,0.5144354360292663,0.0,0.726,93.64,31637.529706677084,60.15914384403936
ALENQUER - PA,PA,TOM SILVA,MDB,0.4189593382016114,6342.159505311559,0.564,84.4,10744.238003949436,2.934001365327429
ALEXANDRIA - RN,RN,RAIMUNDINHO,PSD,0.5293573264781491,1832.8445747800586,0.606,66.58,11054.9853372434,35.804018079773115
ALEXANIA - GO,GO,WARLEY GOUVEIA,PODE,0.3890724703737466,0.0,0.682,88.27,41767.40225118483,31.883737151150942
ALFENAS - MG,MG,FABIO DA ONCOLOGIA,PT,0.5099249055340317,189.94554894263644,0.761,94.23,44141.661390401416,92.78578630374722
ALFREDO CHAVES - ES,ES,HUGO LUIZ,PP,0.5805123053741839,361.3761202659728,0.71,92.11,33081.74327840417,22.475147376247584
ALFREDO MARCONDES - SP,SP,CELSO PIRANI,UNIÃO,0.662133575098217,0.0,0.741,89.87,27076.490438695164,37.42413915445603
ALFREDO VASCONCELOS - MG,MG,NENEM FLÁVIO,PSD,0.6190667739340305,7213.966238638003,0.675,90.06,21737.555908238348,53.06744523727787
ALFREDO WAGNER - SC,SC,GILMAR SANI,PL,0.57621865314173,7632.859459975193,0.668,90.6,32099.22717297968,14.292543181795905
ALGODAO DE JANDAIRA - PB,PB,HUMBERTO,PSB,0.713511420828494,60954.96105655266,0.548,67.32,9694.8865560447,13.263763291989443
ALHANDRA - PB,PB,MARCELO RODRIGUES,MDB,0.6703327693175409,6442.7059364933275,0.582,73.73,156455.36125172573,118.25616976929798
ALIANCA - PE,PE,PEDRO FREITAS,PP,0.8331929233361416,0.0,0.604,72.78,11564.142021767717,131.11371942669788
ALIANCA DO TOCANTINS - TO,TO,ELVES GUIMARÃES,REPUBLICANOS,0.5497353023126219,0.0,0.663,85.56,119792.30619778512,3.256196551625262
ALMADINA - BA,BA,MARCIEL PINHEIRO,PODE,0.669753838654643,0.0,0.563,68.18,12049.827520122652,21.25017473065131
ALMAS - TO,TO,NERI,PP,0.6390191897654585,6924.142175719341,0.636,78.28,42120.48007385752,1.6218706194313104
ALMEIRIM - PA,PA,LÚCIA DO LIDER,MDB,0.7078065011517789,18797.587514585764,0.642,86.27,20080.80513418903,0.4698620275619278
ALMENARA - MG,MG,EDUARDO BRASILEIRO,PT,0.5325182464785458,4459.41928451095,0.642,78.2,16720.344861758003,17.593727035205642
ALMINO AFONSO - RN,RN,DRA JÉSSICA AMORIM,MDB,0.6833182640144665,49071.90100277363,0.624,74.95,10681.03264348197,36.528040311172745
ALMIRANTE TAMANDARE - PR,PR,DANIEL LOVATO ,MDB,0.6088519520680324,0.0,0.699,93.94,16160.01669100772,561.5847304757694
ALPERCATA - MG,MG,RAFAEL FRANÇA,PSD,1.0,0.0,0.646,83.87,13703.751991887586,41.41903353786244
ALPESTRE - RS,RS,RUDI ARGENTON,PP,1.0,2810.172825628776,0.671,87.27,27593.227483490235,21.848268945097367
ALPINOPOLIS - MG,MG,RAFAEL FREIRE,PSB,0.6228382292097642,1639.344262295082,0.725,92.31,28645.792349726777,39.72854990213021
ALTA FLORESTA - MT,MT,CHICO GAMBA,UNIÃO,0.8246085936961169,10240.124204528005,0.714,91.12,36030.948765632194,6.545265321174975
ALTAIR - SP,SP,FERREIRA,PL,0.4236955668889761,8693.132425383947,0.687,89.8,32533.758330918576,11.026536657718594
ALTAMIRA - PA,PA,DR.LOREDAN,PSD,0.3246960972488804,237.5691920271779,0.665,87.55,24708.930225928303,0.7915687317349779
ALTAMIRA DO MARANHAO - MA,MA,MARTON PAGEÚ,PL,0.5064883210221601,0.0,0.549,67.02000000000001,11094.462540716611,12.29248903773795
ALTAMIRA DO PARANA - PR,PR,ELZA,PSD,0.5779816513761468,0.0,0.667,82.43,26801.6713091922,7.766265672053029
ALTANEIRA - CE,CE,KESIA,PSB,0.5281518740872951,0.0,0.602,68.17,11007.667354762609,93.12704971226712
ALTEROSA - MG,MG,MARCELO NUNES,PSD,0.7864888310561701,2155.9468199784405,0.668,89.6,21309.737693136904,38.46140432840202
ALTINHO - PE,PE,MARIVALDO PENA,PSB,0.490525563103325,15478.378639837478,0.598,65.37,10766.6150720712,45.91730832146826
ALTINOPOLIS - SP,SP,PROFESSOR HUELDER,MDB,0.6121445370964294,0.0,0.73,93.92,49553.8113925556,18.10689224994809
ALTO ALEGRE - RR,RR,WAGNER NUNES,REPUBLICANOS,0.6179099194761526,9232.55119453925,0.542,59.94,18273.938187334094,0.8287577286379972
ALTO ALEGRE - SP,SP,CARLINHOS SUSSUMI,MDB,0.6136218968809676,0.0,0.7,91.44,29571.726112991408,12.067244213092424
ALTO ALEGRE DO MARANHAO - MA,MA,NILSILENE DO LIORNE,UNIÃO,0.5097422162705055,14554.224883566201,0.554,70.72,12606.2874251497,61.21161410459453
ALTO ALEGRE DO PINDARE - MA,MA,DIDI DO PP,PP,0.5422010504458288,26525.40645663166,0.558,67.75,9793.309996110464,13.70510627576886
ALTO ALEGRE DOS PARECIS - RO,RO,DENA,UNIÃO,0.9513415188722146,14461.189999128845,0.592,86.47,42135.377646136425,2.900187874693126
ALTO ARAGUAIA - MT,MT,JACSON NIEDERMEIER,UNIÃO,0.7354933393542561,1628.569766765544,0.704,91.36,68221.13650904437,3.182518416668509
ALTO BOA VISTA - MT,MT,ZÉ MARANHÃO,PSB,0.6465714285714286,0.0,0.651,88.49,46202.27471566054,2.5407782249544857
ALTO CAPARAO - MG,MG,SEBASTIAO KASAPRONTA,PSD,0.5219994793022651,0.0,0.661,88.71000000000001,16757.72217428818,55.90578542607335
ALTO DO RODRIGUES - RN,RN,DRA. RAQUEL,PP,0.5474651585538275,0.0,0.672,80.7,49369.35277154758,65.34721057394215
ALTO FELIZ - RS,RS,ROBES SCHNEIDER,PSB,1.0,26041.666666666668,0.734,97.31,52587.239583333336,39.31632827598074
ALTO GARCAS - MT,MT,JUNIOR PITUCHA,PL,0.5633003492433062,5746.245786086423,0.701,90.69,91759.57707631016,3.383466976711252
ALTO HORIZONTE - GO,GO,DIOGO RODRIGUES,SOLIDARIEDADE,0.5338845946431782,0.0,0.719,87.61,210840.41501976285,12.14336476301855
ALTO JEQUITIBA - MG,MG,DANIEL,REPUBLICANOS,0.5433126660761736,0.0,0.66,89.42,14958.199356913185,55.12380553442235
ALTO LONGA - PI,PI,BELAUTO BIGODE,PT,0.589297052154195,2967.579197269827,0.585,67.17,9715.483344461756,7.732790284117001
ALTO PARAGUAI - MT,MT,ADAIR,MDB,0.9373535052205413,0.0,0.638,85.36,20807.591459607946,4.336008958527824
ALTO PARAISO - PR,PR,ELISEU CANÃA,UNIÃO,0.6272956427799784,16366.612111292963,0.678,85.34,37210.80196399345,2.999747566704284
ALTO PARAISO - RO,RO,JOÃO PAVAN,REPUBLICANOS,0.7406552330694811,11826.317401960785,0.625,88.19,31272.120098039217,6.161099787149023
ALTO PARAISO DE GOIAS - GO,GO,MARCUS RINCO,UNIÃO,0.5137597958811737,2287.909955365806,0.713,88.84,28819.231515621967,3.972355839848413
ALTO PARANA - PR,PR,PALITO,UNIÃO,0.4529945999018164,0.0,0.696,89.62,31367.388022143936,31.876514007924264
ALTO PARNAIBA - MA,MA,RUBENS JAPONÊS,PSDB,0.3591176049276608,0.0,0.633,78.78,52119.092627599246,0.9983140520145676
ALTO PIQUIRI - PR,PR,GIOVANE,PSD,0.9250720461095101,0.0,0.676,86.14,42071.03937493575,20.142461283891983
ALTO RIO DOCE - MG,MG,VICTOR DA MARIA ALICE,MDB,0.7713986105649495,0.0,0.62,85.34,16539.52805068405,21.004164165655745
ALTO RIO NOVO - ES,ES,ALEXANDRO DA PADARIA,PSD,0.7115190639499698,0.0,0.664,82.99,15205.00403551251,32.65497894446784
ALTO SANTO - CE,CE,JOENI,PP,0.8182512409316534,0.0,0.601,69.87,16408.9014482515,12.34293127088044
ALTO TAQUARI - MT,MT,MARILDA SPERANDIO,UNIÃO,0.5068081063964535,0.0,0.705,93.37,118838.7747615554,7.589187034134205
ALTONIA - PR,PR,DIEGO PERGO,PL,0.5125011121985942,0.0,0.721,89.82,24678.689574218333,25.85653565044857
ALTOS - PI,PI,MAXWELL DA MARIINHA,MDB,0.7288917317532992,0.0,0.614,73.96000000000001,11332.771373780372,49.558930016707976
ALUMINIO - SP,SP,DRA ANA PAULA,PP,0.39663865546218485,0.0,0.766,95.4,230178.19779203515,206.87692641823853
ALVARAES - AM,AM,LUCENILDO,UNIÃO,0.7217425050936257,6302.785831337451,0.527,79.45,13698.033530820623,2.67865596293182
ALVARENGA - MG,MG,GERALDO DA SAÚDE,PT,0.5287269045811187,0.0,0.592,81.87,13747.924528301886,14.271072281434169
ALVARES FLORENCE - SP,SP,ADILSON LEITE,PSD,0.6194078947368421,0.0,0.728,90.45,31762.707535121328,10.803595176621782
ALVARES MACHADO - SP,SP,CHIQUINHO,UNIÃO,0.7467720478910713,0.0,0.758,93.01,26045.71638231517,78.4862732172407
ALVARO DE CARVALHO - SP,SP,ADILSON,PL,0.7845057880676759,0.0,0.688,91.16,12185.108153078205,31.31412443791713
ALVINLANDIA - SP,SP,JUNIOR MORAES CURRAL,PP,0.7167037861915367,3466.204506065858,0.722,89.48,20244.367417677644,33.99232903800773
ALVINOPOLIS - MG,MG,LINDOURO,PT,0.40905013455596534,0.0,0.676,88.76,22592.13759213759,25.113434105092757
ALVORADA - RS,RS,DOUGLAS MARTELLO,PL,0.32832745050753076,613.9390865654112,0.699,96.07,17629.383658543094,2609.7785173282155
ALVORADA - TO,TO,THAYNARA MELO,UNIÃO,0.5339790409653858,0.0,0.708,89.78,53864.0081799591,7.290338159306192
ALVORADA DE MINAS - MG,MG,DANILO DA SAÚDE,MDB,0.550253807106599,0.0,0.572,79.4,15593.892762683336,11.124496794417906
ALVORADA DO GURGUEIA - PI,PI,LÉCIO GUSTAVO,MDB,0.5337173026157908,0.0,0.578,74.2,15431.228861330326,2.497040765363416
ALVORADA DO NORTE - GO,GO,DAVID MOREIRA,PSDB,0.7773311897106109,0.0,0.66,82.58,20010.419133317548,6.659009738700297
ALVORADA DO SUL - PR,PR,MARQUINHO GASPARELLI,PSD,0.6102479338842975,6294.789850861902,0.708,89.78999999999999,32770.4822777455,21.96022526883696
AMAJARI - RR,RR,NUBIA LIMA,PP,0.48821233411397347,21540.891792920225,0.484,61.36,17292.022689739355,0.4891204024320355
AMAMBAI - MS,MS,SERGIO BARBOSA,MDB,0.5263496143958869,0.0,0.673,88.86,44913.083280356,8.742890768000617
AMAPA - AP,AP,KELLY LOBATO,UNIÃO,0.5037938665823585,89671.08145536951,0.642,89.01,20085.987662092408,0.9395557220785854
AMAPA DO MARANHAO - MA,MA,NELENE GOMES,PL,0.6064087061668681,0.0,0.52,66.72999999999999,9792.60808926081,14.266866079424464
AMAPORA - PR,PR,MARCOS MARIN,PP,0.49213161659513593,0.0,0.669,86.99,25436.37127257455,11.71165927831405
AMARAJI - PE,PE,ARAÚJO,AVANTE,0.5048461266360099,0.0,0.58,69.08,16171.7659983521,78.04999999486132
AMARAL FERRADOR - RS,RS,RONIVAN,PP,0.5195121951219512,0.0,0.624,87.95,27802.636534839923,10.498543555120465
AMARALINA - GO,GO,DR DÁSIO,PDT,0.6771561771561772,32129.742962056305,0.609,84.13,33377.294981640145,2.4338711091578684
AMARANTE - PI,PI,PROFESSOR ADRIANO,REPUBLICANOS,0.6169983032546661,0.0,0.598,72.05,11175.11895091099,14.961870665610324
AMARANTE DO MARANHAO - MA,MA,VANDERLY,MDB,0.5709853935973114,1078.6032088445463,0.555,71.59,10481.13792638533,4.984668526943558
AMARGOSA - BA,BA,GETÚLIO SAMPAIO,PT,0.5592717464598786,3285.7807836587167,0.625,79.15,12701.76063086991,84.57369033975725
AMATURA - AM,AM,NAZARÉ ROCHA,MDB,0.5868964396033165,0.0,0.56,77.6,10987.337092152697,2.275889275169749
AMELIA RODRIGUES - BA,BA,JOÃO BAHIA,PSD,0.5709455148653821,4142.845306156268,0.666,86.78,18128.428204490843,144.99031196525405
AMERICA DOURADA - BA,BA,JOELSON,PSD,0.7680461982675649,0.0,0.561,72.47,11095.0650723393,18.404520515387293
AMERICO BRASILIENSE - SP,SP,TEREZINHA VIVEIROS,REPUBLICANOS,0.3507624150010303,0.0,0.751,93.11,37264.72636966595,268.04313246323443
AMERICO DE CAMPOS - SP,SP,RAFAEL MARIOTO,PL,0.5947919201752251,0.0,0.745,92.12,21601.703577512777,23.21540762584622
AMETISTA DO SUL - RS,RS,GILMAR DA SILVA,PDT,0.5043281896876176,3921.5686274509803,0.682,88.59,23237.908496732027,81.36161088891971
AMONTADA - CE,CE,FLÁVIO FILHO,PT,0.6633957478054805,0.0,0.606,74.33,15785.937944776544,35.85846096320778
AMORINOPOLIS - GO,GO,GUSTAVO DO ESTRELAO,UNIÃO,0.567614625652931,0.0,0.681,81.88,39542.06850681743,7.39473740460102
AMPARO - PB,PB,TARCIO GABRIEL,REPUBLICANOS,0.7308016877637131,35810.20590868397,0.606,78.51,13175.022381378692,18.27296077674753
AMPARO - SP,SP,CARLOS ALBERTO,MDB,0.4064147045580952,1029.290671685684,0.785,95.3,75758.08728384896,152.6518033091395
AMPARO DO SERRA - MG,MG,ZE EDUARDO COUTO,PP,0.5346281625351392,28628.055494384498,0.641,83.19,12315.78947368421,33.320712178241244
AMPERE - PR,PR,DOUGLAS POTRICH,PP,0.5438359632098557,2038.735983690112,0.709,92.5,38246.78899082569,55.12714031102893
ANADIA - AL,AL,VICTOR ROCHA,PP,0.5400099157164105,2148.0738937419446,0.568,63.84,17933.338106830874,74.98256595364487
ANAGE - BA,BA,ROGERIO DE ZINHO,PSD,0.48828614795750014,4881.704536520167,0.54,66.11,8840.199701234375,13.38848201537436
ANAHY - PR,PR,ARILSON,PSD,0.6009596161535385,0.0,0.695,88.18,39429.06100068541,25.059016619602883
ANAJAS - PA,PA,BORÓ,MDB,0.562965742775961,0.0,0.484,67.02000000000001,9247.081503694975,4.051701723371687
ANALANDIA - SP,SP,SILVANA PERIN,SOLIDARIEDADE,0.5341666666666667,0.0,0.754,93.39,45394.20353018087,14.090376185293094
ANAMA - AM,AM,KATIA DANTAS,MDB,0.9215547703180212,0.0,0.594,84.16,13912.768520377434,4.074684873306682
ANANAS - TO,TO,ROBSON DO ZÉ GERALDO,UNIÃO,0.5510644862696699,0.0,0.671,80.73,15473.995157384988,6.5287344278203205
ANAPU - PA,PA,LUIZ CARLOS DO POSTO,REPUBLICANOS,0.40769842848617466,0.0,0.548,80.76,18462.5431711146,2.67751826549582
ANAPURUS - MA,MA,DR TANIOS,PP,0.6514522821576764,0.0,0.581,70.1,10812.223591676937,22.67008677305433
ANASTACIO - MS,MS,CIDO,PSDB,0.48406872019980324,0.0,0.663,88.46000000000001,28903.00240524177,7.519836933318063
ANAURILANDIA - MS,MS,PROFESSOR RAFAEL,PP,0.5212178877259752,0.0,0.67,88.13,54467.65974127793,2.1093845782876084
ANCHIETA - ES,ES,LÉO PORTUGUÊS,PSB,0.4233190632082599,0.0,0.73,93.25,192240.79509071505,73.09452572277343
ANCHIETA - SC,SC,MOACIR PIOVEZANI,MDB,0.605743489900219,6730.607437321219,0.699,92.79,34289.75265017668,25.57283217563364
ANDARAI - BA,BA,WILSON CARDOSO,PSB,0.5774935365355831,25993.88379204893,0.555,73.44,10287.308868501528,8.225979984400368
ANDIRA - PR,PR,EDNYRA GODOY FERREIRA,PSD,0.34479980665431403,1760.7405171546434,0.725,89.89,41077.97565147399,76.57212485639533
ANDORINHA - BA,BA,ADILBERTO EVANGELISTA,PODE,0.6191029306647605,0.0,0.588,74.28999999999999,14884.892086330936,11.021861610598954
ANDRADAS - MG,MG,MARGOT PIOLI,CIDADANIA,0.46281351181558983,0.0,0.734,91.53,29191.72441003132,86.42689200900894
ANDRADINA - SP,SP,MARIO CELSO LOPES,PSD,0.739545647143183,501.81489721158187,0.779,94.12,47593.54666042186,61.991153168468266
ANDRELANDIA - MG,MG,REGINALDO DA AREIA,PSD,0.5321969696969697,0.0,0.7,89.14,24476.98499203488,11.866354800016676
ANGATUBA - SP,SP,NICOLAS,REPUBLICANOS,0.602035181825353,2497.7104321039046,0.719,93.37,61366.747148447255,23.38867572094424
ANGELANDIA - MG,MG,NEGO DE DOMICIO,PRD,0.5412809370867183,0.0,0.597,74.52,18727.77921741384,41.69435630117357
ANGELICA - MS,MS,EDINHO CASSUCI,PSDB,0.6189671072855826,20437.31941467052,0.697,87.94,110432.28632677787,7.734599538965853
ANGELIM - PE,PE,CAIQUE O GALEGUINHO,PSB,0.5363272680345851,0.0,0.572,66.6,13891.221560394491,86.6438077847797
ANGELINA - SC,SC,ELISEU,PL,0.4974764099188062,4665.920119447555,0.687,89.51,32576.33445315416,10.715081126272423
ANGICAL - BA,BA,QUINHA,AVANTE,0.44918186068256194,0.0,0.625,75.46000000000001,13868.919312554615,8.985957917228761
ANGICAL DO PIAUI - PI,PI,BRUNO NETO,MDB,0.807825086306099,11336.253112640985,0.63,75.11,9777.061666910797,30.73174947485207
ANGICO - TO,TO,CLEOFAN BARBOSA,UNIÃO,0.779886914378029,41724.61752433936,0.648,82.78999999999999,16785.813630041725,6.42130473002516
ANGICOS - RN,RN,PINHEIRO,MDB,0.7261735419630156,7737.276478679505,0.624,73.66,15488.82393397524,15.677935451674296
ANGRA DOS REIS - RJ,RJ,CLÁUDIO FERRETI,MDB,0.4241492201184419,0.0,0.724,94.87,66857.65137307835,205.86249573772565
ANGUERA - BA,BA,MAURO VIEIRA,PSD,0.8513912829352376,0.0,0.589,77.3,7139.697216934095,58.7147762845373
ANGULO - PR,PR,PANDA,PSD,0.5238282788499409,47594.435857805256,0.721,88.71000000000001,47668.93353941268,28.209230347472587
ANHEMBI - SP,SP,JAIRO GÓIS,REPUBLICANOS,0.6024691358024692,2643.6376454000706,0.721,93.46,29883.32745858301,7.697378817607492
ANHUMAS - SP,SP,ADAILTON,PSD,0.8385022692889561,0.0,0.741,92.09,26254.28784489187,12.549720826014951
ANICUNS - GO,GO,PAULINHO DO BARREIRÃO,UNIÃO,0.6114480991029475,0.0,0.714,89.65,27701.18359184997,18.95746977816712
ANISIO DE ABREU - PI,PI,RAMON MACÊDO,PT,0.9144917582417582,41245.88072711811,0.594,70.82,10518.231104496652,27.83666659631369
ANITA GARIBALDI - SC,SC,HENRIQUE MENEGAZZO,UNIÃO,0.6211736851006258,0.0,0.688,86.71000000000001,27940.253470126736,14.051457907666478
ANITAPOLIS - SC,SC,SOLANGE BACK,MDB,0.5109908691241123,20873.921514055106,0.674,89.3,23533.537433899248,6.645425706160056
ANORI - AM,AM,RÉGIS NAZARÉ,REPUBLICANOS,1.0,14539.955798534373,0.561,80.38,14448.935675235549,2.847787366496753
ANTA GORDA - RS,RS,XICO FRIGHETTO,REPUBLICANOS,0.6134983652498832,10072.183985227464,0.74,94.38,54103.0720161155,24.59712224179362
ANTAS - BA,BA,ESSIONEIDE DE RANI,PP,0.8279533736830307,3404.716317049134,0.592,71.67,11319.020132338448,44.406303716726434
ANTONINA - PR,PR,ROZANE OSAKI,PSD,0.5001250521050438,3316.566248410812,0.687,91.38,38744.12691393511,18.980610326304404
ANTONINA DO NORTE - CE,CE,ANTONIO FILHO,PDT,0.8229110992339213,17943.409247757074,0.599,67.39,10897.584541062804,27.903578555776143
ANTONIO ALMEIDA - PI,PI,MARCELO TOLEDO,MDB,1.0,9885.94543147208,0.62,75.2,45626.58629441624,4.886803450736839
ANTONIO CARDOSO - BA,BA,JOCIVALDO JOCI,PT,0.5320543719271185,0.0,0.561,70.93,11144.625874753274,37.98206424884163
ANTONIO CARLOS - MG,MG,MARCELO RIBEIRO,PSDB,0.6964401294498382,0.0,0.683,88.44,21802.974312753493,20.93366335195536
ANTONIO CARLOS - SC,SC,NELINHO,PL,0.34474049753756786,4454.739843193158,0.749,95.89,70961.42195295794,47.885080209886965
ANTONIO DIAS - MG,MG,ELCINHO,PSD,0.6271728549575859,0.0,0.645,84.26,97041.32769280834,11.710757426778384
ANTONIO GONCALVES - BA,BA,DUDU,PSD,0.5407838983050848,0.0,0.598,80.28,7613.883262750875,31.513522034872825
ANTONIO JOAO - MS,MS,MARCELO PÉ,PSDB,0.671858134155744,32247.662044501772,0.643,86.55,78195.74330861012,6.900807643621054
ANTONIO MARTINS - RN,RN,JESSICA IRIS,PSD,0.7263487099296325,0.0,0.578,69.22,9962.901018701536,26.74688461463988
ANTONIO OLINTO - PR,PR,FABINHO MACHIAVELLI,PP,0.5094306671323786,2849.8147620404675,0.656,93.17,33251.49615275007,13.187901291645767
ANTONIO PRADO - RS,RS,ROBERTO DALLE MOLLE,PP,0.42105870141852153,5749.329244921426,0.758,95.18,61135.30088156382,37.54433333774077
APARECIDA - PB,PB,JOÃO NETO,PSB,0.8382228251653383,4532.562814070352,0.578,70.71000000000001,13219.346733668342,27.259641620158597
APARECIDA - SP,SP,ZÉ LOUQUINHO,PL,0.342747542555742,921.1213116767478,0.755,96.57,31964.96668611256,269.0793229136778
APARECIDA DO RIO DOCE - GO,GO,BODÃO,MDB,0.9035179380006966,0.0,0.693,87.1,37864.46508427933,4.817606215906182
