municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010,cluster_0,cluster_1,cluster_2,cluster_3
AMAJARI - RR,RR,NUBIA LIMA,PP,0.4882123341139734,21540.891792920225,0.484,61.36,17292.022689739355,0.4891204024320355,True,False,False,False
AMAMBAI - MS,MS,SERGIO BARBOSA,MDB,0.5263496143958869,0.0,0.673,88.86,44913.083280356,8.742890768000617,False,False,True,False
AMAPA - AP,AP,KELLY LOBATO,UNIÃO,0.5037938665823585,89671.08145536951,0.642,89.01,20085.987662092408,0.9395557220785854,False,False,True,False
AMAPA DO MARANHAO - MA,MA,NELENE GOMES,PL,0.6064087061668681,0.0,0.52,66.72999999999999,9792.60808926081,14.266866079424464,True,False,False,False
AMAPORA - PR,PR,MARCOS MARIN,PP,0.4921316165951359,0.0,0.669,86.99,25436.37127257455,11.71165927831405,False,False,True,False
AMARAJI - PE,PE,ARAÚJO,AVANTE,0.5048461266360099,0.0,0.58,69.08,16171.7659983521,78.04999999486132,True,False,False,False
AMARAL FERRADOR - RS,RS,RONIVAN,PP,0.5195121951219512,0.0,0.624,87.95,27802.636534839923,10.498543555120465,False,False,True,False
AMARALINA - GO,GO,DR DÁSIO,PDT,0.6771561771561772,32129.742962056305,0.609,84.13,33377.294981640145,2.4338711091578684,True,False,False,False
AMARANTE - PI,PI,PROFESSOR ADRIANO,REPUBLICANOS,0.6169983032546661,0.0,0.598,72.05,11175.11895091099,14.961870665610324,True,False,False,False
AMARANTE DO MARANHAO - MA,MA,VANDERLY,MDB,0.5709853935973114,1078.6032088445463,0.555,71.59,10481.13792638533,4.984668526943558,True,False,False,False
AMARGOSA - BA,BA,GETÚLIO SAMPAIO,PT,0.5592717464598786,3285.7807836587167,0.625,79.15,12701.76063086991,84.57369033975725,True,False,False,False
AMATURA - AM,AM,NAZARÉ ROCHA,MDB,0.5868964396033165,0.0,0.56,77.6,10987.337092152697,2.275889275169749,True,False,False,False
AMELIA RODRIGUES - BA,BA,JOÃO BAHIA,PSD,0.5709455148653821,4142.845306156268,0.666,86.78,18128.428204490843,144.99031196525405,False,False,True,False
AMERICA DOURADA - BA,BA,JOELSON,PSD,0.7680461982675649,0.0,0.561,72.47,11095.0650723393,18.404520515387293,True,False,False,False
AMERICO BRASILIENSE - SP,SP,TEREZINHA VIVEIROS,REPUBLICANOS,0.3507624150010303,0.0,0.751,93.11,37264.72636966595,268.04313246323443,False,False,True,False
AMERICO DE CAMPOS - SP,SP,RAFAEL MARIOTO,PL,0.5947919201752251,0.0,0.745,92.12,21601.703577512777,23.21540762584622,False,False,True,False
AMETISTA DO SUL - RS,RS,GILMAR DA SILVA,PDT,0.5043281896876176,3921.56862745098,0.682,88.59,23237.908496732027,81.36161088891971,False,False,True,False
AMONTADA - CE,CE,FLÁVIO FILHO,PT,0.6633957478054805,0.0,0.606,74.33,15785.937944776544,35.85846096320778,True,False,False,False
AMORINOPOLIS - GO,GO,GUSTAVO DO ESTRELAO,UNIÃO,0.567614625652931,0.0,0.681,81.88,39542.06850681743,7.39473740460102,False,False,True,False
AMPARO - PB,PB,TARCIO GABRIEL,REPUBLICANOS,0.7308016877637131,35810.20590868397,0.606,78.51,13175.022381378692,18.27296077674753,True,False,False,False
AMPARO - SP,SP,CARLOS ALBERTO,MDB,0.4064147045580952,1029.290671685684,0.785,95.3,75758.08728384896,152.6518033091395,False,False,True,False
AMPARO DO SERRA - MG,MG,ZE EDUARDO COUTO,PP,0.5346281625351392,28628.055494384495,0.641,83.19,12315.78947368421,33.320712178241244,True,False,False,False
AMPERE - PR,PR,DOUGLAS POTRICH,PP,0.5438359632098557,2038.735983690112,0.709,92.5,38246.78899082569,55.12714031102893,False,False,True,False
ANADIA - AL,AL,VICTOR ROCHA,PP,0.5400099157164105,2148.0738937419446,0.568,63.84,17933.338106830874,74.98256595364487,True,False,False,False
ANAGE - BA,BA,ROGERIO DE ZINHO,PSD,0.4882861479575001,4881.704536520167,0.54,66.11,8840.199701234375,13.38848201537436,True,False,False,False
ANAHY - PR,PR,ARILSON,PSD,0.6009596161535385,0.0,0.695,88.18,39429.06100068541,25.059016619602883,False,False,True,False
ANAJAS - PA,PA,BORÓ,MDB,0.562965742775961,0.0,0.484,67.02000000000001,9247.081503694975,4.051701723371687,True,False,False,False
ANALANDIA - SP,SP,SILVANA PERIN,SOLIDARIEDADE,0.5341666666666667,0.0,0.754,93.39,45394.20353018087,14.090376185293094,False,False,True,False
ANAMA - AM,AM,KATIA DANTAS,MDB,0.9215547703180212,0.0,0.594,84.16,13912.768520377434,4.074684873306682,True,False,False,False
ANANAS - TO,TO,ROBSON DO ZÉ GERALDO,UNIÃO,0.5510644862696699,0.0,0.671,80.73,15473.995157384988,6.5287344278203205,False,False,True,False
ANAPU - PA,PA,LUIZ CARLOS DO POSTO,REPUBLICANOS,0.4076984284861746,0.0,0.548,80.76,18462.5431711146,2.67751826549582,True,False,False,False
ANAPURUS - MA,MA,DR TANIOS,PP,0.6514522821576764,0.0,0.581,70.1,10812.223591676937,22.67008677305433,True,False,False,False
ANASTACIO - MS,MS,CIDO,PSDB,0.4840687201998032,0.0,0.663,88.46000000000001,28903.00240524177,7.519836933318063,False,False,True,False
ANAURILANDIA - MS,MS,PROFESSOR RAFAEL,PP,0.5212178877259752,0.0,0.67,88.13,54467.65974127793,2.1093845782876084,False,False,True,False
ANCHIETA - ES,ES,LÉO PORTUGUÊS,PSB,0.4233190632082599,0.0,0.73,93.25,192240.79509071505,73.09452572277343,False,False,False,True
ANCHIETA - SC,SC,MOACIR PIOVEZANI,MDB,0.605743489900219,6730.607437321219,0.699,92.79,34289.75265017668,25.57283217563364,False,False,True,False
ANDARAI - BA,BA,WILSON CARDOSO,PSB,0.5774935365355831,25993.88379204893,0.555,73.44,10287.308868501528,8.225979984400368,True,False,False,False
ANDIRA - PR,PR,EDNYRA GODOY FERREIRA,PSD,0.344799806654314,1760.7405171546434,0.725,89.89,41077.97565147399,76.57212485639533,False,False,True,False
ANDORINHA - BA,BA,ADILBERTO EVANGELISTA,PODE,0.6191029306647605,0.0,0.588,74.28999999999999,14884.892086330936,11.021861610598954,True,False,False,False
ANDRADAS - MG,MG,MARGOT PIOLI,CIDADANIA,0.4628135118155898,0.0,0.734,91.53,29191.72441003132,86.42689200900894,False,False,True,False
ANDRADINA - SP,SP,MARIO CELSO LOPES,PSD,0.739545647143183,501.81489721158187,0.779,94.12,47593.54666042186,61.991153168468266,False,False,True,False
ANDRELANDIA - MG,MG,REGINALDO DA AREIA,PSD,0.5321969696969697,0.0,0.7,89.14,24476.98499203488,11.866354800016676,False,False,True,False
ANGATUBA - SP,SP,NICOLAS,REPUBLICANOS,0.602035181825353,2497.7104321039046,0.719,93.37,61366.747148447255,23.38867572094424,False,False,True,False
ANGELANDIA - MG,MG,NEGO DE DOMICIO,PRD,0.5412809370867183,0.0,0.597,74.52,18727.77921741384,41.69435630117357,True,False,False,False
ANGELICA - MS,MS,EDINHO CASSUCI,PSDB,0.6189671072855826,20437.31941467052,0.697,87.94,110432.28632677787,7.734599538965853,False,False,True,False
ANGELIM - PE,PE,CAIQUE O GALEGUINHO,PSB,0.5363272680345851,0.0,0.572,66.6,13891.221560394491,86.6438077847797,True,False,False,False
ANGELINA - SC,SC,ELISEU,PL,0.4974764099188062,4665.920119447555,0.687,89.51,32576.33445315416,10.715081126272423,False,False,True,False
ANGICAL - BA,BA,QUINHA,AVANTE,0.4491818606825619,0.0,0.625,75.46000000000001,13868.919312554615,8.985957917228761,True,False,False,False
ANGICAL DO PIAUI - PI,PI,BRUNO NETO,MDB,0.807825086306099,11336.253112640985,0.63,75.11,9777.061666910797,30.73174947485207,True,False,False,False
ANGICO - TO,TO,CLEOFAN BARBOSA,UNIÃO,0.779886914378029,41724.61752433936,0.648,82.78999999999999,16785.813630041725,6.42130473002516,True,False,False,False
ANGICOS - RN,RN,PINHEIRO,MDB,0.7261735419630156,7737.276478679505,0.624,73.66,15488.82393397524,15.677935451674296,True,False,False,False
ANGRA DOS REIS - RJ,RJ,CLÁUDIO FERRETI,MDB,0.4241492201184419,0.0,0.724,94.87,66857.65137307835,205.86249573772565,False,False,True,False
ANGUERA - BA,BA,MAURO VIEIRA,PSD,0.8513912829352376,0.0,0.589,77.3,7139.697216934095,58.7147762845373,True,False,False,False
ANGULO - PR,PR,PANDA,PSD,0.5238282788499409,47594.435857805256,0.721,88.71000000000001,47668.93353941268,28.209230347472587,False,False,True,False
ANHEMBI - SP,SP,JAIRO GÓIS,REPUBLICANOS,0.6024691358024692,2643.6376454000706,0.721,93.46,29883.32745858301,7.697378817607492,False,False,True,False
ANHUMAS - SP,SP,ADAILTON,PSD,0.8385022692889561,0.0,0.741,92.09,26254.28784489187,12.549720826014951,False,False,True,False
ANICUNS - GO,GO,PAULINHO DO BARREIRÃO,UNIÃO,0.6114480991029475,0.0,0.714,89.65,27701.18359184997,18.95746977816712,False,False,True,False
ANISIO DE ABREU - PI,PI,RAMON MACÊDO,PT,0.9144917582417582,41245.88072711811,0.594,70.82,10518.231104496652,27.83666659631369,True,False,False,False
ANITA GARIBALDI - SC,SC,HENRIQUE MENEGAZZO,UNIÃO,0.6211736851006258,0.0,0.688,86.71000000000001,27940.253470126736,14.051457907666478,False,False,True,False
ANITAPOLIS - SC,SC,SOLANGE BACK,MDB,0.5109908691241123,20873.921514055102,0.674,89.3,23533.537433899248,6.645425706160056,False,False,True,False
ANORI - AM,AM,RÉGIS NAZARÉ,REPUBLICANOS,1.0,14539.955798534373,0.561,80.38,14448.935675235549,2.847787366496753,True,False,False,False
ANTA GORDA - RS,RS,XICO FRIGHETTO,REPUBLICANOS,0.6134983652498832,10072.183985227464,0.74,94.38,54103.0720161155,24.59712224179362,False,False,True,False
ANTAS - BA,BA,ESSIONEIDE DE RANI,PP,0.8279533736830307,3404.716317049134,0.592,71.67,11319.020132338448,44.406303716726434,True,False,False,False
ANTONINA - PR,PR,ROZANE OSAKI,PSD,0.5001250521050438,3316.566248410812,0.687,91.38,38744.12691393511,18.980610326304404,False,False,True,False
ANTONINA DO NORTE - CE,CE,ANTONIO FILHO,PDT,0.8229110992339213,17943.409247757074,0.599,67.39,10897.584541062804,27.903578555776143,True,False,False,False
ANTONIO ALMEIDA - PI,PI,MARCELO TOLEDO,MDB,1.0,9885.94543147208,0.62,75.2,45626.58629441624,4.886803450736839,True,False,False,False
ANTONIO CARDOSO - BA,BA,JOCIVALDO JOCI,PT,0.5320543719271185,0.0,0.561,70.93,11144.625874753274,37.98206424884163,True,False,False,False
ANTONIO CARLOS - MG,MG,MARCELO RIBEIRO,PSDB,0.6964401294498382,0.0,0.683,88.44,21802.974312753493,20.93366335195536,False,False,True,False
ANTONIO CARLOS - SC,SC,NELINHO,PL,0.3447404975375678,4454.739843193158,0.749,95.89,70961.42195295794,47.885080209886965,False,False,True,False
ANTONIO DIAS - MG,MG,ELCINHO,PSD,0.6271728549575859,0.0,0.645,84.26,97041.32769280834,11.710757426778384,False,False,True,False
ANTONIO GONCALVES - BA,BA,DUDU,PSD,0.5407838983050848,0.0,0.598,80.28,7613.883262750875,31.513522034872825,True,False,False,False
ANTONIO JOAO - MS,MS,MARCELO PÉ,PSDB,0.671858134155744,32247.66204450177,0.643,86.55,78195.74330861012,6.900807643621054,False,False,True,False
ANTONIO MARTINS - RN,RN,JESSICA IRIS,PSD,0.7263487099296325,0.0,0.578,69.22,9962.901018701536,26.74688461463988,True,False,False,False
ANTONIO OLINTO - PR,PR,FABINHO MACHIAVELLI,PP,0.5094306671323786,2849.8147620404675,0.656,93.17,33251.49615275007,13.187901291645767,False,False,True,False
ANTONIO PRADO - RS,RS,ROBERTO DALLE MOLLE,PP,0.4210587014185215,5749.329244921426,0.758,95.18,61135.30088156382,37.54433333774077,False,False,True,False
APARECIDA - PB,PB,JOÃO NETO,PSB,0.8382228251653383,4532.562814070352,0.578,70.71000000000001,13219.346733668342,27.2596416201586,True,False,False,False
APARECIDA - SP,SP,ZÉ LOUQUINHO,PL,0.342747542555742,921.1213116767478,0.755,96.57,31964.96668611256,269.0793229136778,False,False,True,False
APARECIDA DO RIO DOCE - GO,GO,BODÃO,MDB,0.9035179380006966,0.0,0.693,87.1,37864.46508427933,4.817606215906182,False,False,True,False
APARECIDA DO RIO NEGRO - TO,TO,DEUSIMAR AMORIM,REPUBLICANOS,0.5055944055944056,0.0,0.651,85.07,52700.1647446458,4.189653419553709,False,False,True,False
APARECIDA DO TABOADO - MS,MS,JOSÉ NATAN,PP,0.7806342255809026,0.0,0.697,90.03999999999999,50364.34920864349,9.404022257830942,False,False,True,False
APERIBE - RJ,RJ,RONINHO,UNIÃO,0.7635265700483091,0.0,0.692,89.4,22577.940909914807,116.631198568661,False,False,True,False
APIACA - ES,ES,MARCIO KERES,PSB,0.5317962067683154,0.0,0.673,84.75,16363.422400664544,37.2026542614383,False,False,True,False
APIACAS - MT,MT,JULIO,MDB,1.0,0.0,0.675,86.62,27223.282887078,0.4192929424048045,False,False,True,False
APIAI - SP,SP,SERGIO DA PADARIA,PSD,0.7722692166237587,0.0,0.71,92.38,36514.66341264999,25.23326351839609,False,False,True,False
APICUM-ACU - MA,MA,JADECO,PL,0.6905243635137414,0.0,0.568,81.31,7647.63970546264,51.355958216792,True,False,False,False
APIUNA - SC,SC,MARCELO,PL,0.7123887128414064,3057.792273978188,0.708,94.07,45092.65110590154,19.8744508851959,False,False,True,False
APODI - RN,RN,SABINO,MDB,0.5529612982777137,7203.612888925831,0.639,76.09,19660.07259025296,22.525768823936502,True,False,False,False
APORA - BA,BA,CARINE DE ATAIDE,AVANTE,0.524642426331208,0.0,0.548,72.19,9335.761838964954,33.21750596734846,True,False,False,False
APORE - GO,GO,LEONARDO CARVALHO,PP,0.5023923444976076,0.0,0.693,87.2,91494.3352601156,1.4914806318261582,False,False,True,False
APUAREMA - BA,BA,BETÃO,AVANTE,0.5591813091330373,0.0,0.552,68.97,10747.866338782003,45.87141923205307,True,False,False,False
APUCARANA - PR,PR,RODOLFO MOTA,UNIÃO,0.6366682122077806,0.0,0.748,94.1,29771.727603854488,206.75748259798,False,False,True,False
APUI - AM,AM,MARQUINHOS MACIL,MDB,0.4273108316787999,0.0,0.637,89.23,14423.887247542016,0.3806666949740651,False,False,True,False
APUIARES - CE,CE,ANA RUFINO,PSB,0.6135057471264368,0.0,0.618,73.2,9357.82797029703,23.77336731224992,True,False,False,False
AQUIDABA - SE,SE,ANA HELENA DE DR MÁRIO,UNIÃO,0.6106013551665725,0.0,0.578,70.5,14300.034772241816,51.8260277880081,True,False,False,False
AQUIDAUANA - MS,MS,MAURO DO ATLANTICO,PSDB,0.5988912440893527,1068.3075871204835,0.688,91.47,25745.721428113586,2.459004110311364,False,False,True,False
AQUIRAZ - CE,CE,DR BRUNO GONÇALVES,PRD,0.8578586074708032,0.0,0.641,79.17,47793.539587079176,167.9010030220782,True,False,False,False
ARABUTA - SC,SC,OLGUIN METZ,PL,0.5771101573676681,23983.554134307906,0.733,95.96,64960.71265417999,32.95016913625974,False,False,True,False
ARACAGI - PB,PB,JOSILDA MACENA,PSDB,0.6594658955604694,901.117385558092,0.549,61.4,11166.466418358765,71.67704026210478,True,False,False,False
ARACAI - MG,MG,KALU,UNIÃO,0.5117296222664016,0.0,0.695,89.71000000000001,27509.39935809261,11.629647124767173,False,False,True,False
ARACARIGUAMA - SP,SP,RODRIGO ANDRADE,REPUBLICANOS,0.7188959965499893,0.0,0.704,93.28,223701.5147291144,148.12060391896793,False,False,False,True
ARACAS - BA,BA,AGAMENON COELHO,UNIÃO,0.6922100403923831,6489.573418707277,0.57,76.85,25886.0430907675,24.32782603341907,True,False,False,False
ARACATI - CE,CE,ROBERTA DE BISMARCK,PODE,0.5720470006184292,29473.53187863619,0.655,79.18,22721.646053279725,61.21476375039399,True,False,False,False
ARACATU - BA,BA,BRAULINA,PV,0.5736710667142347,0.0,0.581,70.65,10457.735361653273,9.358176313246384,True,False,False,False
ARACI - BA,BA,KEINHA,PDT,0.6228342958685029,8282.602393672092,0.534,65.63,10175.15633412018,32.26214427287756,True,False,False,False
ARACITABA - MG,MG,MARCÍLIA DO NENÉM,PSDB,0.7403808783521182,0.0,0.661,87.4,15306.002928257689,19.247045287610224,False,False,True,False
ARACOIABA - CE,CE,EDIM,PP,0.5068531209483238,7826.869643486088,0.615,69.93,10426.251320784251,39.66057097886383,True,False,False,False
ARACOIABA - PE,PE,JOGLI UCHÔA,PSD,0.6614853195164075,0.0,0.592,75.96000000000001,8412.617575222159,199.1670339892629,True,False,False,False
ARACOIABA DA SERRA - SP,SP,DR QUEVEDO,PSD,0.8384265453572384,0.0,0.776,95.1,37169.31233239836,126.8943081922601,False,False,True,False
ARACRUZ - ES,ES,DR COUTINHO,PP,0.765760091611795,316.5725742626497,0.752,92.58,56066.12145834433,66.68631479717791,False,False,True,False
ARACU - GO,GO,MILTON,UNIÃO,0.6406797949824656,13161.358252171623,0.693,83.77,19346.14372203212,25.37679945871008,False,False,True,False
ARACUAI - MG,MG,TADEU,PSD,0.6976179403710019,7289.267282852727,0.663,82.65,15162.229932647171,15.343169886808669,False,False,True,False
ARAGARCAS - GO,GO,DELEGADO RICARDO GALVÃO,UNIÃO,0.511066763425254,1903.2082653616096,0.732,90.93,15101.141924959216,27.81321963343584,False,False,True,False
ARAGOIANIA - GO,GO,WALDIR DA FOKUS,PODE,0.6056234718826405,0.0,0.684,89.89,14660.639192598825,54.47727115120624,False,False,True,False
ARAGOMINAS - TO,TO,MARCOS ALEXANDRE,REPUBLICANOS,0.6645718774548312,0.0,0.593,76.2,18608.884688090737,4.527245194228302,True,False,False,False
ARAGUACEMA - TO,TO,MARQUINHO,UNIÃO,0.7097000937207123,4217.985490129914,0.639,83.64,40534.165682470055,2.1363401293426207,False,False,True,False
ARAGUACU - TO,TO,JARBAS RIBEIRO,PL,0.6670774647887324,4595.831796385098,0.675,85.52,42917.74253043158,1.577585632803557,False,False,True,False
ARAGUAIANA - MT,MT,JOSE MARRA,MDB,0.5403074615673041,0.0,0.687,87.58,33358.102766798416,0.5947060952304634,False,False,True,False
ARAGUAINA - TO,TO,WAGNER RODRIGUES,UNIÃO,0.7837629362987723,0.0,0.752,91.42,30583.884507387585,42.76995998582176,False,False,True,False
ARAGUANA - MA,MA,FLÁVIO AMORIM,PL,0.6241105064880703,43377.157678204094,0.533,71.85,9100.617118325732,13.886668703048883,True,False,False,False
ARAGUANA - TO,TO,MAX BARBOSA,PP,0.7450854012246213,70765.66125290023,0.604,82.17,23632.94663573086,5.163368028000462,True,False,False,False
ARAGUAPAZ - GO,GO,DEURISTOM,PP,0.5654430136459735,2097.0222284356214,0.674,82.06,25181.46232350063,3.269042329052127,False,False,True,False
ARAGUARI - MG,MG,RENATO CARVALHO,REPUBLICANOS,0.7839348401798362,3989.542306125221,0.773,95.2,49553.70603015075,43.16159085207429,False,False,True,False
ARAGUATINS - TO,TO,AQUILES DA AREIA,PP,0.7328535139712108,6438.545648223573,0.631,80.23,16582.805940221817,12.117560896681468,True,False,False,False
ARAIOSES - MA,MA,NETO CARVALHO,PDT,0.3737033702587388,0.0,0.521,66.3,7242.215507528424,21.831241535416027,True,False,False,False
ARAL MOREIRA - MS,MS,DRA ELAINE,MDB,0.5479884662913634,0.0,0.633,85.72,95054.14960922964,5.7259600060638345,False,False,True,False
ARAMARI - BA,BA,TONHO,PSD,0.6071474482581308,0.0,0.588,80.42,10553.34079121326,26.63783174584792,True,False,False,False
ARAMBARE - RS,RS,IAGO KIELERMANN,PDT,0.5177664974619289,8511.673151750972,0.691,92.62,69330.7392996109,7.920287659881694,False,False,True,False
ARAME - MA,MA,PEDRO FERNANDES,UNIÃO,0.6944444444444444,7837.911980248462,0.512,66.97999999999999,11379.15899204452,8.57675787005207,True,False,False,False
ARAMINA - SP,SP,LUIS SÉRGIO,REPUBLICANOS,0.5807403433476395,0.0,0.74,93.8,27726.38376383764,26.729819935649346,False,False,True,False
ARANDU - SP,SP,FLAVIO GALHEGO,REPUBLICANOS,0.571969696969697,0.0,0.685,91.29,28296.0058097313,24.100161782386955,False,False,True,False
ARANTINA - MG,MG,EDIMAR DA LIA,AVANTE,0.7408,10291.595197255574,0.697,89.66,30374.614065180103,32.64993996438174,False,False,True,False
ARAPEI - SP,SP,RENÊ,PL,0.5862068965517241,0.0,0.68,92.32,19557.08154506438,14.834163141084613,False,False,True,False
ARAPOEMA - TO,TO,PAULO DA BARRA BONITA,REPUBLICANOS,0.649187205034085,0.0,0.68,82.57,58472.61261261261,3.561322781806185,False,False,True,False
ARAPONGA - MG,MG,KAKA GOMES,REPUBLICANOS,0.5411848425547056,0.0,0.536,77.75,15195.825049701789,26.494626277323192,True,False,False,False
ARAPONGAS - PR,PR,RAFAEL CITA,PSD,0.5260376319096559,293.77696452853,0.748,95.0,41583.76000940086,281.72733644735547,False,False,True,False
ARAPORA - MG,MG,XINGUINHA,PSD,0.545530353569046,0.0,0.708,91.71,152684.98643707985,28.82860192611808,False,False,False,True
ARAPOTI - PR,PR,IRANI BARROS,PSD,0.6314681762101749,3491.4846568646467,0.723,92.32,56154.16844473756,16.790559267680536,False,False,True,False
ARAPUA - MG,MG,EMÍLIO BOAVENTURA,MDB,0.603609410248147,0.0,0.724,92.02,65684.53059673127,15.11284170236013,False,False,True,False
ARAPUA - PR,PR,MANÉ SALVADOR,PSDB,0.5344028520499109,0.0,0.676,83.41,43140.912957187415,14.753662548765956,False,False,True,False
ARAPUTANGA - MT,MT,ENILSON RIOS,UNIÃO,0.5820422535211267,4734.208034627351,0.725,88.87,44307.92641688084,9.01750814475844,False,False,True,False
ARAQUARI - SC,SC,GORDO JASPER,PSD,0.4805710137914348,0.0,0.703,94.32,165352.03056334608,117.09364972432674,False,False,False,True
ARARA - PB,PB,AMARILDO,PSB,0.8468354430379746,32754.66754012447,0.548,61.48,9196.528005240749,133.35178957024013,True,False,False,False
ARARANGUA - SC,SC,CÉSAR CESA,MDB,0.8351013963586125,1668.4741803620589,0.76,95.55,33158.67189455243,238.1443368835282,False,False,True,False
ARARAS - SP,SP,IRINEU MARRETTO,PSD,0.3926094426062611,0.0,0.781,95.25,53050.96052450599,202.93488601431443,False,False,True,False
ARARENDA - CE,CE,ARISTEU EDUARDO,PT,0.7739978902953587,0.0,0.59,65.97999999999999,9623.64816149964,32.430974607638674,True,False,False,False
ARARI - MA,MA,SIMPLESMENTE MARIA,MDB,0.4964082770451378,0.0,0.626,77.98,10630.530673181323,26.78418418170144,True,False,False,False
